1,1,1,0,0,1,0,0,0,0,0,1,2,0,1,1,4,1,0,2,0,0,0,0,1,0,0,4,1,0,0,0,0,3,0,1,0,0,1,0,2,0,0,3,1
0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0.741,0,0,0.6369,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0.76,0,0,-0.3612,0,0,1,6,0,0,1,0,0,0,5,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,-1
1,1,0,0,0,0.667,0,0,-0.8176,0,1,0,5,0,0,3,1,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,-1
0,1,1,0,0,0.848,0,0,-0.3612,0,1,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,-1
1,1,1,0,1,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-1
0,1,1,0,0,0.805,0,0,-0.5267,0,1,0,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,-1
0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0.741,0,0,0.6369,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,-1
1,1,1,0,0,0.891,0,0,-0.296,0,0,1,2,0,2,2,1,0,0,1,0,0,0,2,2,0,0,2,1,0,0,1,0,1,0,2,0,1,1,1,0,0,0,1,1
0,1,1,0,0,0.805,0,0,-0.5267,0,1,0,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,-1
0,0,1,0,0,0.593,0,0,0.6705,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1
1,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0,2,0,0,0,1,5,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1
1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1
0,0,1,0,0,0.804,0,0,-0.0572,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,0,1,0,0,1,0,0,0,1,1,1,3,0,0,1,1,0,0,2,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0.654,0,0,-0.7506,0,0,2,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2,-1
1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,4,2,0,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,1
0,1,1,0,0,0.805,0,0,-0.5267,0,1,0,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,-1
0,0,1,0,0,0.593,0,0,0.6705,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1
0,1,1,0,0,1,0,0,0,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,-1
1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1
0,1,1,0,0,1,0,0,0,1,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1
1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1
0,1,1,0,0,0.863,0,0,0.4019,0,1,1,5,0,0,2,1,0,0,2,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
1,0,1,0,0,0.783,0,0,0.3612,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-1
0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1
1,1,1,0,0,1,0,0,0,0,1,0,7,0,0,1,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
